FREQ:Frequency,OD_TYPE:Measure,OD_RISK_CAT:Risk category,OD_INSTR:Instrument,ISSUE_CUR:Issue currency,XD_EXCHANGE:Location of trade (Exchange or country),TIME_PERIOD:Period,OBS_STATUS:Status,OBS_VALUE:Value
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-02-29,A:Normal value,2713926
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-03-31,A:Normal value,3031689
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-04-30,A:Normal value,2932466
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-05-31,A:Normal value,2798113
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-06-30,A:Normal value,2993251
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-07-31,A:Normal value,2591074
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-08-31,A:Normal value,2775317
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,European,2024-09-30,A:Normal value,3255814
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-01-31,A:Normal value,135609
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-02-28,A:Normal value,162739
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-03-31,A:Normal value,186905
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-04-30,A:Normal value,169072
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-05-31,A:Normal value,175189
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-06-30,A:Normal value,220569
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-07-31,A:Normal value,190508
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-08-31,A:Normal value,228947
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-09-30,A:Normal value,201084
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-10-31,A:Normal value,181078
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-11-30,A:Normal value,271804
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1993-12-31,A:Normal value,217743
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-01-31,A:Normal value,293877
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-02-28,A:Normal value,280352
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-03-31,A:Normal value,289070
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-04-30,A:Normal value,302664
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-05-31,A:Normal value,299707
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-06-30,A:Normal value,386864
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-07-31,A:Normal value,263050
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-08-31,A:Normal value,287440
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-09-30,A:Normal value,254158
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-10-31,A:Normal value,256053
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-11-30,A:Normal value,287695
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1994-12-31,A:Normal value,291653
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-01-31,A:Normal value,339991
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-02-28,A:Normal value,372379
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-03-31,A:Normal value,421214
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-04-30,A:Normal value,345231
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-05-31,A:Normal value,351598
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-06-30,A:Normal value,414463
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-07-31,A:Normal value,260697
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-08-31,A:Normal value,335417
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-09-30,A:Normal value,253490
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-10-31,A:Normal value,206741
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-11-30,A:Normal value,194026
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1995-12-31,A:Normal value,174221
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-01-31,A:Normal value,230492
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-02-29,A:Normal value,290328
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-03-31,A:Normal value,248764
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-04-30,A:Normal value,234426
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-05-31,A:Normal value,272746
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-06-30,A:Normal value,257398
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-07-31,A:Normal value,233492
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-08-31,A:Normal value,268522
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-09-30,A:Normal value,222833
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-10-31,A:Normal value,203072
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-11-30,A:Normal value,239513
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1996-12-31,A:Normal value,188416
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-01-31,A:Normal value,165757
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-02-28,A:Normal value,146395
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-03-31,A:Normal value,224353
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-04-30,A:Normal value,202766
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-05-31,A:Normal value,289707
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-06-30,A:Normal value,233793
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-07-31,A:Normal value,193982
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-08-31,A:Normal value,196404
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-09-30,A:Normal value,202017
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-10-31,A:Normal value,239995
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-11-30,A:Normal value,204744
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1997-12-31,A:Normal value,212667
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-01-31,A:Normal value,221770
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-02-28,A:Normal value,191351
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-03-31,A:Normal value,171824
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-04-30,A:Normal value,164548
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-05-31,A:Normal value,174797
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-06-30,A:Normal value,231046
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-07-31,A:Normal value,141064
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-08-31,A:Normal value,185019
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-09-30,A:Normal value,207972
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-10-31,A:Normal value,192001
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-11-30,A:Normal value,156694
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1998-12-31,A:Normal value,157599
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1999-01-31,A:Normal value,162372
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1999-02-28,A:Normal value,194579
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1999-03-31,A:Normal value,162795
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1999-04-30,A:Normal value,125684
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1999-05-31,A:Normal value,151970
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1999-06-30,A:Normal value,250580
M:Monthly,U:Turnover - notional amounts (daily average),C:Interest rate,T:Total futures,TO1:Total all currencies,Asian/Pacific,1999-07-31,A:Normal value,192291
